join_ratio,kw_stat,kw_p,FedAvg vs FedProx,FedAvg vs SCAFFOLD,FedProx vs SCAFFOLD
0.1,9.5,0.008651695203120634,0.6904761904761905,0.007936507936507936,0.007936507936507936
0.25,9.5,0.008651695203120634,0.6904761904761905,0.007936507936507936,0.007936507936507936
0.5,10.5,0.0052475183991813855,0.15079365079365079,0.007936507936507936,0.007936507936507936
0.75,10.643593519882192,0.004883970514367984,0.8412698412698413,0.007969413024121784,0.007969413024121784
1.0,9.747217235188517,0.007645724948612391,0.4605966187047713,0.007936507936507936,0.007936507936507936
