algorithm,join_ratio,rep,planned_run,exit_code,global_rounds_parameter,logged_evaluations,local_epochs,batch_size,learning_rate,best_accuracy_from_rounds,best_accuracy_round,best_accuracy_reported,final_accuracy_round_50,initial_accuracy_round_0,total_time_reported_s,sum_iteration_time_s,monitor_samples,monitor_duration_s,cpu_util_fraction_mean,gpu_util_fraction_mean,estimated_power_mean_w,estimated_power_peak_w,estimated_energy_j
SCAFFOLD,0.75,rep6_rerun_outlier,False,0,50,51,5,10,0.005,0.7531,41,0.7530857142857142,0.7493,0.0569,6067.96,6062.962778568268,6061,6061.0,0.12484873164494308,0.8002144860584063,15.874875835258207,17.793750000000003,96217.62243749999
